frame_num,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,action_gt_num
0,0.4571428571428571,0.12540192926045016,0.2380952380952381,0.19935691318327972,0.4571428571428571,0.19935691318327972,0.2380952380952381,0.3440514469453376,0.6666666666666666,0.4887459807073955,0.028571428571428567,0.19935691318327972,0.028571428571428567,0.3440514469453376,,,0.4571428571428571,0.4887459807073955,0.6666666666666666,0.6334405144694534,0.2380952380952381,0.8488745980707395,0.2380952380952381,0.4887459807073955,0.2380952380952381,0.6334405144694534,0.2380952380952381,0.8488745980707395,0.4571428571428571,0.05466237942122187,,,0.4571428571428571,0.05466237942122187,0.2380952380952381,0.05466237942122187,0
1,0.4622641509433962,0.1282051282051282,0.2452830188679245,0.20192307692307693,0.4622641509433962,0.20192307692307693,0.2452830188679245,0.3461538461538461,0.6698113207547169,0.4903846153846154,0.03773584905660377,0.20192307692307693,0.03773584905660377,0.3461538461538461,,,0.4622641509433962,0.4903846153846154,0.4622641509433962,0.6346153846153846,0.2452830188679245,0.8493589743589743,0.03773584905660377,0.4903846153846154,0.2452830188679245,0.6346153846153846,0.2452830188679245,0.8493589743589743,0.4622641509433962,0.0576923076923077,,,0.4622641509433962,0.0576923076923077,0.2452830188679245,0.0576923076923077,0
2,0.42105263157894735,0.1305732484076433,0.21929824561403508,0.20382165605095545,0.42105263157894735,0.20382165605095545,0.21929824561403508,0.3471337579617834,0.6140350877192983,0.4904458598726114,0.02631578947368421,0.20382165605095545,0.02631578947368421,0.3471337579617834,,,0.21929824561403508,0.4904458598726114,0.42105263157894735,0.7038216560509554,0.21929824561403508,0.8471337579617835,0.02631578947368421,0.4904458598726114,0.21929824561403508,0.6337579617834395,0.21929824561403508,0.8471337579617835,0.42105263157894735,0.1305732484076433,,,0.42105263157894735,0.06050955414012739,0.21929824561403508,0.06050955414012739,0
3,0.4601769911504425,0.1189710610932476,0.2566371681415929,0.1929260450160772,0.4601769911504425,0.1929260450160772,0.2566371681415929,0.33762057877813506,0.6548672566371682,0.482315112540193,0.06194690265486725,0.1929260450160772,,,,,0.2566371681415929,0.482315112540193,0.4601769911504425,0.6977491961414791,0.2566371681415929,0.842443729903537,0.06194690265486725,0.482315112540193,0.2566371681415929,0.6977491961414791,0.2566371681415929,0.842443729903537,0.4601769911504425,0.1189710610932476,,,0.4601769911504425,0.04823151125401929,0.2566371681415929,0.04823151125401929,0
4,0.4655172413793103,0.11475409836065575,0.2672413793103448,0.1901639344262295,0.4655172413793103,0.1901639344262295,0.2672413793103448,0.3377049180327869,0.6551724137931034,0.4852459016393443,0.07758620689655173,0.1901639344262295,,,,,0.2672413793103448,0.4852459016393443,0.4655172413793103,0.7049180327868853,0.07758620689655173,0.8524590163934426,0.07758620689655173,0.4852459016393443,0.2672413793103448,0.7049180327868853,0.2672413793103448,0.8524590163934426,0.4655172413793103,0.11475409836065575,,,0.4655172413793103,0.04262295081967213,0.2672413793103448,0.04262295081967213,0
5,0.4661016949152542,0.1157556270096463,0.2711864406779661,0.18971061093247588,0.4661016949152542,0.18971061093247588,0.2711864406779661,0.3344051446945337,0.652542372881356,0.4051446945337621,0.0847457627118644,0.18971061093247588,,,,,0.2711864406779661,0.4790996784565916,0.2711864406779661,0.6945337620578779,0.0847457627118644,0.9131832797427653,0.0847457627118644,0.4790996784565916,0.2711864406779661,0.6945337620578779,0.0847457627118644,0.8392282958199357,0.652542372881356,0.045016077170418015,,,0.4661016949152542,0.045016077170418015,0.2711864406779661,0.045016077170418015,0
6,0.45,0.11935483870967742,0.25833333333333336,0.1935483870967742,0.45,0.1935483870967742,0.25833333333333336,0.3387096774193548,0.6333333333333333,0.4096774193548387,0.075,0.1935483870967742,,,,,0.25833333333333336,0.4838709677419355,0.25833333333333336,0.7,0.075,0.9193548387096774,0.075,0.4838709677419355,0.25833333333333336,0.7,0.075,0.8451612903225807,0.45,0.11935483870967742,,,0.45,0.04838709677419355,0.25833333333333336,0.04838709677419355,0
7,0.4471544715447153,0.11428571428571427,0.2601626016260163,0.1873015873015873,0.4471544715447153,0.1873015873015873,0.2601626016260163,0.3301587301587301,0.6260162601626016,0.4,0.08130081300813008,0.1873015873015873,,,,,0.2601626016260163,0.473015873015873,0.2601626016260163,0.6857142857142857,0.08130081300813008,0.9015873015873016,0.08130081300813008,0.473015873015873,0.2601626016260163,0.6857142857142857,0.08130081300813008,0.8285714285714286,0.6260162601626016,0.11428571428571427,,,0.4471544715447153,0.11428571428571427,0.2601626016260163,0.04444444444444445,0
8,0.4153846153846154,0.08333333333333333,0.2384615384615385,0.16,0.4153846153846154,0.16,0.2384615384615385,0.31,0.5846153846153846,0.38333333333333336,0.06923076923076922,0.16,,,,,0.2384615384615385,0.46,0.2384615384615385,0.6833333333333333,0.06923076923076922,0.91,0.06923076923076922,0.46,0.2384615384615385,0.6833333333333333,0.06923076923076922,0.8333333333333334,0.5846153846153846,0.08333333333333333,,,0.4153846153846154,0.08333333333333333,0.2384615384615385,0.01,0
9,0.4471544715447153,0.09967845659163987,0.2601626016260163,0.17363344051446947,0.2601626016260163,0.17363344051446947,0.2601626016260163,0.3183279742765273,0.6260162601626016,0.3890675241157556,0.08130081300813008,0.17363344051446947,,,,,0.2601626016260163,0.4630225080385852,0.2601626016260163,0.6784565916398714,0.08130081300813008,0.8971061093247589,0.08130081300813008,0.4630225080385852,0.08130081300813008,0.6784565916398714,0.08130081300813008,0.8971061093247589,0.4471544715447153,0.09967845659163987,,,0.4471544715447153,0.09967845659163987,0.2601626016260163,0.028938906752411574,0
