frame,action_gt_num
1,0
3,0
5,0
7,0
9,0
11,0
13,0
15,0
17,0
19,0
21,0
23,0
25,0
27,0
29,0
31,0
33,0
35,0
37,0
39,0
41,0
43,0
45,0
47,0
49,0
51,0
53,0
55,0
57,0
59,0
61,0
63,0
65,0
67,0
69,0
71,0
73,0
75,0
77,0
79,0
81,0
83,0
85,0
87,0
89,0
91,0
93,0
95,0
97,0
99,0
101,0
103,0
105,0
107,0
109,0
111,0
113,0
115,0
117,0
119,0
121,0
123,0
125,0
127,0
129,0
131,0
133,0
135,0
137,0
139,0
141,0
143,0
145,0
147,0
149,0
151,0
153,0
155,0
157,0
159,0
161,0
163,0
165,0
167,0
169,0
171,0
173,0
175,0
177,0
179,0
181,0
183,0
185,0
187,0
189,0
191,0
193,0
195,0
197,0
199,0
201,0
203,0
205,0
207,0
209,0
211,0
213,0
215,0
217,0
219,0
221,0
223,0
225,0
227,0
229,0
231,0
233,0
235,0
237,0
239,0
241,0
243,0
245,0
247,0
249,0
251,0
253,0
255,0
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
277,0
279,0
281,0
283,0
285,0
287,0
289,0
291,0
293,0
295,0
297,0
299,0
301,0
303,0
305,0
307,0
309,0
311,0
313,0
315,0
317,0
319,0
321,0
323,0
325,0
327,0
329,0
331,0
333,0
335,0
337,0
339,0
341,0
343,0
345,0
347,0
349,0
351,0
353,0
355,0
357,0
359,0
361,0
363,0
365,0
367,0
369,0
371,0
373,0
375,0
377,0
379,0
381,0
383,0
385,0
387,0
389,0
391,0
393,0
395,0
397,0
399,0
401,0
403,0
405,0
407,0
409,0
411,0
413,0
415,0
417,0
419,0
421,0
423,0
425,0
427,0
429,0
431,0
433,0
435,0
437,0
439,0
441,0
443,0
445,0
447,0
449,0
451,0
453,0
455,0
457,0
459,0
461,0
463,0
465,0
467,0
469,0
471,0
473,0
475,0
477,0
479,0
481,0
483,0
485,0
487,0
489,0
491,0
493,0
495,0
497,0
499,0
501,0
503,0
505,0
507,0
509,0
511,0
513,0
515,0
517,0
519,0
521,0
523,0
525,0
527,0
529,0
531,0
533,0
535,0
537,0
539,0
541,0
543,0
545,0
547,0
549,0
551,0
553,0
555,0
557,0
559,0
561,0
563,0
565,0
567,0
569,0
571,0
573,0
575,0
577,0
579,0
581,0
583,0
585,0
587,0
589,0
591,0
593,0
595,0
597,0
599,0
601,0
603,0
605,0
607,0
609,0
611,0
613,0
615,0
617,0
619,0
621,0
623,0
625,0
627,0
629,0
631,0
633,0
635,0
637,0
639,0
641,0
643,0
645,0
647,0
649,0
651,0
653,0
655,0
657,0
659,0
661,0
663,0
665,0
667,0
669,0
671,0
673,0
675,0
677,0
679,0
681,0
683,0
685,0
687,0
689,0
691,0
693,0
695,0
697,0
699,0
701,0
703,0
705,0
707,0
709,0
711,0
713,0
715,0
717,0
719,0
721,0
723,0
725,0
727,0
729,0
731,0
733,0
735,0
737,0
739,0
741,0
743,0
745,0
747,0
749,0
751,0
753,0
755,0
757,0
759,0
761,0
763,0
765,0
767,0
769,0
771,0
773,0
775,0
777,0
779,0
781,0
783,0
785,0
787,0
789,0
791,0
793,0
795,0
797,0
799,0
801,0
803,0
805,0
807,0
809,0
811,0
813,0
815,0
817,0
819,0
821,0
823,0
825,0
827,0
829,0
831,0
833,0
835,0
837,0
839,0
841,0
843,0
845,0
847,0
849,0
851,0
853,0
855,0
857,0
859,0
861,0
863,0
865,0
867,0
869,0
871,0
873,0
875,0
877,0
879,0
881,0
883,0
885,0
887,0
889,0
891,0
893,0
895,0
897,0
899,0
901,0
903,0
905,0
907,0
909,0
911,0
913,0
915,0
917,0
919,0
921,0
923,0
925,0
927,0
929,0
931,0
933,0
935,0
937,0
939,0
941,0
943,0
945,0
947,0
949,0
951,0
953,0
955,0
957,0
959,0
961,0
963,0
965,0
967,0
969,0
971,0
973,0
975,0
977,0
979,0
981,0
983,0
985,0
987,0
989,0
991,0
993,0
995,0
997,0
999,0
1001,0
1003,0
1005,0
1007,0
1009,0
1011,0
1013,0
1015,0
1017,0
1019,0
1021,0
1023,0
1025,0
1027,0
1029,0
1031,0
1033,0
1035,0
1037,0
1039,0
1041,0
1043,0
1045,0
1047,0
1049,0
1051,0
1053,0
1055,0
1057,0
1059,0
1061,0
1063,0
1065,0
1067,0
1069,0
1071,0
1073,0
1075,0
1077,0
1079,0
1081,0
1083,0
1085,0
1087,0
1089,0
1091,0
1093,0
1095,0
1097,0
1099,0
1101,2
1103,2
1105,2
1107,2
1109,2
1111,2
1113,2
1115,2
1117,2
1119,2
1121,2
1123,2
1125,2
1127,2
1129,2
1131,2
1133,2
1135,2
1137,2
1139,2
1141,2
1143,2
1145,2
1147,2
1149,2
1151,2
1153,0
1155,0
1157,0
1159,0
1161,0
1163,0
1165,0
1167,0
1169,0
1171,0
1173,0
1175,0
1177,0
1179,0
1181,0
1183,0
1185,0
1187,0
1189,0
1191,0
1193,0
1195,0
1197,0
1199,0
1201,0
1203,0
1205,0
1207,0
1209,0
1211,0
1213,0
1215,0
1217,0
1219,0
1221,0
1223,2
1225,2
1227,2
1229,2
1231,2
1233,2
1235,2
1237,2
1239,2
1241,2
1243,2
1245,2
1247,2
1249,2
1251,2
1253,2
1255,2
1257,2
1259,2
1261,2
1263,2
1265,2
1267,2
1269,2
1271,2
1273,2
1275,0
1277,0
1279,0
1281,0
1283,0
1285,0
1287,0
1289,0
1291,0
1293,0
1295,0
1297,0
1299,0
1301,0
1303,0
1305,0
1307,0
1309,0
1311,0
1313,0
1315,0
1317,0
1319,0
1321,0
1323,0
1325,0
1327,0
1329,0
1331,0
1333,0
1335,0
1337,0
1339,0
1341,0
1343,0
1345,0
1347,2
1349,2
1351,2
1353,2
1355,2
1357,2
1359,2
1361,2
1363,2
1365,2
1367,2
1369,2
1371,2
1373,2
1375,2
1377,2
1379,2
1381,2
1383,2
1385,2
1387,2
1389,2
1391,2
1393,2
1395,2
1397,2
1399,0
1401,0
1403,0
1405,0
1407,0
1409,0
1411,0
1413,0
1415,0
1417,0
1419,0
1421,0
1423,0
1425,0
1427,0
1429,0
1431,0
1433,0
1435,0
1437,0
1439,0
1441,0
1443,0
1445,0
1447,0
1449,0
1451,0
1453,2
1455,2
1457,2
1459,2
1461,2
1463,2
1465,2
1467,2
1469,2
1471,2
1473,2
1475,2
1477,2
1479,2
1481,2
1483,2
1485,2
1487,2
1489,2
1491,2
1493,2
1495,2
1497,2
1499,2
1501,2
1503,2
1505,0
1507,0
1509,0
1511,0
1513,0
1515,0
1517,0
1519,0
1521,0
1523,0
1525,0
1527,0
1529,0
1531,0
1533,0
1535,0
1537,0
1539,0
1541,0
1543,0
1545,0
1547,0
1549,0
1551,0
1553,0
1555,0
1557,0
1559,0
1561,0
1563,0
1565,0
1567,0
1569,0
1571,0
1573,0
1575,0
1577,0
1579,0
1581,0
1583,0
1585,0
1587,0
1589,0
1591,0
1593,0
1595,0
1597,0
1599,0
1601,0
1603,0
1605,0
1607,0
1609,0
1611,0
1613,0
1615,0
1617,0
1619,0
1621,0
1623,0
1625,0
1627,0
1629,0
1631,0
1633,0
1635,0
1637,0
1639,0
1641,0
1643,0
1645,0
1647,0
1649,0
1651,0
1653,0
1655,0
1657,0
1659,0
1661,0
1663,0
1665,0
1667,0
1669,0
1671,0
1673,0
1675,0
1677,0
1679,0
1681,0
1683,0
1685,0
1687,0
1689,0
1691,0
1693,0
1695,0
1697,0
1699,0
1701,0
1703,0
1705,0
1707,0
1709,0
1711,0
1713,0
1715,0
1717,0
1719,0
1721,0
1723,0
1725,0
1727,0
1729,0
1731,0
1733,2
1735,2
1737,2
1739,2
1741,2
1743,2
1745,2
1747,2
1749,2
1751,2
1753,2
1755,2
1757,2
1759,2
1761,2
1763,2
1765,2
1767,2
1769,2
1771,2
1773,2
1775,2
1777,2
1779,2
1781,2
1783,2
1785,0
1787,0
1789,0
1791,0
1793,0
1795,0
1797,0
1799,0
1801,0
1803,0
1805,0
1807,0
1809,0
1811,0
1813,0
1815,0
1817,0
1819,0
1821,0
1823,0
1825,0
1827,0
1829,0
1831,0
1833,0
1835,0
1837,0
1839,0
1841,0
1843,0
1845,0
1847,0
1849,0
1851,0
1853,0
1855,0
1857,2
1859,2
1861,2
1863,2
1865,2
1867,2
1869,2
1871,2
1873,2
1875,2
1877,2
1879,2
1881,2
1883,2
1885,2
1887,2
1889,2
1891,2
1893,2
1895,2
1897,2
1899,2
1901,2
1903,2
1905,2
1907,2
1909,0
1911,0
1913,0
1915,0
1917,0
1919,0
1921,0
1923,0
1925,0
1927,0
1929,0
1931,0
1933,0
1935,0
1937,0
1939,0
1941,0
1943,0
1945,0
1947,0
1949,0
1951,0
1953,0
1955,0
1957,0
1959,0
1961,0
1963,0
1965,0
1967,0
1969,2
1971,2
1973,2
1975,2
1977,2
1979,2
1981,2
1983,2
1985,2
1987,2
1989,2
1991,2
1993,2
1995,2
1997,2
1999,2
2001,2
2003,2
2005,2
2007,2
2009,2
2011,2
2013,2
2015,2
2017,2
2019,2
2021,0
2023,0
2025,0
2027,0
2029,0
2031,0
2033,0
2035,0
2037,0
2039,0
2041,0
2043,0
2045,0
2047,0
2049,0
2051,0
2053,0
2055,0
2057,0
2059,0
2061,0
2063,0
2065,0
2067,0
2069,0
2071,0
2073,0
2075,0
2077,0
2079,0
2081,0
2083,0
2085,0
2087,0
2089,0
2091,0
2093,0
2095,0
2097,2
2099,2
2101,2
2103,2
2105,2
2107,2
2109,2
2111,2
2113,2
2115,2
2117,2
2119,2
2121,2
2123,2
2125,2
2127,2
2129,2
2131,2
2133,2
2135,2
2137,2
2139,2
2141,2
2143,2
2145,2
2147,2
2149,0
2151,0
2153,0
2155,0
2157,0
2159,0
2161,0
2163,0
2165,0
2167,0
2169,0
2171,0
2173,0
2175,0
2177,0
2179,0
2181,0
2183,0
2185,0
2187,0
2189,0
2191,0
2193,0
2195,0
2197,0
2199,0
2201,0
2203,0
2205,0
2207,0
2209,0
2211,0
2213,0
2215,0
2217,0
2219,0
2221,0
2223,0
2225,0
2227,0
2229,0
2231,0
2233,0
2235,2
2237,2
2239,2
2241,2
2243,2
2245,2
2247,2
2249,2
2251,2
2253,2
2255,2
2257,2
2259,2
2261,2
2263,2
2265,2
2267,2
2269,2
2271,2
2273,2
2275,2
2277,2
2279,2
2281,2
2283,2
2285,2
2287,0
2289,0
2291,0
2293,0
2295,0
2297,0
2299,0
2301,0
2303,0
2305,0
2307,0
2309,0
2311,0
2313,0
2315,0
2317,0
2319,0
2321,0
2323,0
2325,0
2327,0
2329,0
2331,0
2333,0
2335,0
2337,0
2339,0
2341,0
2343,0
2345,0
2347,0
2349,0
2351,0
2353,0
2355,0
2357,0
2359,0
2361,0
2363,0
2365,0
2367,0
2369,0
2371,0
2373,0
2375,0
2377,0
2379,0
2381,0
2383,0
2385,0
2387,0
2389,0
2391,0
2393,0
2395,0
2397,0
2399,0
2401,0
2403,0
2405,0
2407,0
2409,0
2411,0
2413,0
2415,0
2417,0
2419,0
2421,0
2423,0
2425,0
2427,0
2429,0
2431,0
2433,0
2435,0
2437,0
2439,0
2441,0
2443,0
2445,0
2447,0
2449,0
2451,0
2453,0
2455,0
2457,0
2459,0
2461,0
2463,0
2465,0
2467,0
2469,0
2471,0
2473,0
2475,0
2477,0
2479,0
2481,0
2483,0
2485,0
2487,0
2489,0
2491,0
2493,0
2495,0
2497,0
2499,0
2501,0
2503,0
2505,0
2507,0
2509,0
2511,0
2513,0
2515,0
2517,0
2519,0
2521,0
2523,0
2525,0
2527,0
2529,0
2531,0
2533,0
2535,0
2537,0
2539,0
2541,0
2543,0
2545,0
2547,0
2549,0
2551,0
2553,0
2555,0
2557,0
2559,0
2561,0
2563,0
2565,0
2567,0
2569,0
2571,0
2573,0
2575,0
2577,0
2579,0
2581,0
2583,0
2585,0
2587,0
2589,0
2591,0
2593,0
2595,0
2597,0
2599,0
2601,0
2603,0
2605,0
2607,0
2609,0
2611,0
2613,0
2615,0
2617,0
2619,0
2621,0
2623,0
2625,0
2627,0
2629,0
2631,0
2633,0
2635,0
2637,0
2639,0
2641,0
2643,0
2645,2
2647,2
2649,2
2651,2
2653,2
2655,2
2657,2
2659,2
2661,2
2663,2
2665,2
2667,2
2669,2
2671,2
2673,2
2675,2
2677,2
2679,2
2681,2
2683,2
2685,2
2687,2
2689,2
2691,2
2693,2
2695,2
2697,0
2699,0
2701,0
2703,0
2705,0
2707,0
2709,0
2711,0
2713,0
2715,0
2717,0
2719,0
2721,0
2723,0
2725,0
2727,0
2729,0
2731,0
2733,0
2735,0
2737,0
2739,0
2741,0
2743,0
2745,0
2747,0
2749,0
2751,0
2753,0
2755,0
2757,0
2759,0
2761,0
2763,0
2765,2
2767,2
2769,2
2771,2
2773,2
2775,2
2777,2
2779,2
2781,2
2783,2
2785,2
2787,2
2789,2
2791,2
2793,2
2795,2
2797,2
2799,2
2801,2
2803,2
2805,2
2807,2
2809,2
2811,2
2813,2
2815,2
2817,0
2819,0
2821,0
2823,0
2825,0
2827,0
2829,0
2831,0
2833,0
2835,0
2837,0
2839,0
2841,0
2843,0
2845,0
2847,0
2849,0
2851,0
2853,0
2855,0
2857,0
2859,0
2861,0
2863,0
2865,0
2867,0
2869,0
2871,0
2873,0
2875,0
2877,0
2879,0
2881,0
2883,0
2885,0
2887,0
2889,0
2891,0
2893,0
2895,0
2897,0
2899,0
2901,2
2903,2
2905,2
2907,2
2909,2
2911,2
2913,2
2915,2
2917,2
2919,2
2921,2
2923,2
2925,2
2927,2
2929,2
2931,2
2933,2
2935,2
2937,2
2939,2
2941,2
2943,2
2945,2
2947,2
2949,2
2951,2
2953,0
2955,0
2957,0
2959,0
2961,0
2963,0
2965,0
2967,0
2969,0
2971,0
2973,0
2975,0
2977,0
2979,0
2981,0
2983,0
2985,0
2987,0
2989,0
2991,0
2993,0
2995,0
2997,0
2999,0
3001,0
3003,0
3005,0
3007,0
3009,0
3011,0
3013,0
3015,0
3017,0
3019,0
3021,0
3023,0
3025,0
3027,0
3029,0
3031,0
3033,0
3035,0
3037,0
3039,0
3041,0
3043,0
3045,0
3047,2
3049,2
3051,2
3053,2
3055,2
3057,2
3059,2
3061,2
3063,2
3065,2
3067,2
3069,2
3071,2
3073,2
3075,2
3077,2
3079,2
3081,2
3083,2
3085,2
3087,2
3089,2
3091,2
3093,2
3095,2
3097,2
3099,0
3101,0
3103,0
3105,0
3107,0
3109,0
3111,0
3113,0
3115,0
3117,0
3119,0
3121,0
3123,0
3125,0
3127,0
3129,0
3131,0
3133,0
3135,0
3137,0
3139,0
3141,0
3143,0
3145,0
3147,2
3149,2
3151,2
3153,2
3155,2
3157,2
3159,2
3161,2
3163,2
3165,2
3167,2
3169,2
3171,2
3173,2
3175,2
3177,2
3179,2
3181,2
3183,2
3185,2
3187,2
3189,2
3191,2
3193,2
3195,2
3197,2
3199,0
3201,0
3203,0
3205,0
3207,0
3209,0
3211,0
3213,0
3215,0
3217,0
3219,0
3221,0
3223,0
3225,0
3227,0
3229,0
3231,0
3233,0
3235,0
3237,0
3239,0
3241,0
3243,0
3245,0
3247,0
3249,0
3251,0
3253,0
3255,0
3257,0
3259,0
3261,0
3263,0
3265,0
3267,0
3269,0
3271,0
3273,0
3275,2
3277,2
3279,2
3281,2
3283,2
3285,2
3287,2
3289,2
3291,2
3293,2
3295,2
3297,2
3299,2
3301,2
3303,2
3305,2
3307,2
3309,2
3311,2
3313,2
3315,2
3317,2
3319,2
3321,2
3323,2
3325,2
3327,0
3329,0
3331,0
3333,0
3335,0
3337,0
3339,0
3341,0
3343,0
3345,0
3347,0
3349,0
3351,0
3353,0
3355,0
3357,0
3359,0
3361,0
3363,0
3365,0
3367,0
3369,0
3371,0
3373,0
3375,0
3377,0
3379,0
3381,0
